"Date","40 m","47 m","56 m","66 m","78 m","92 m","110 m","131 m","156 m"
1997-09-07,7.19,6.38,5.89,5.44,5.78,7.06,8.58,9.76,9.42
1997-09-08,7.12,6.35,6.01,5.55,5.83,7.02,8.5,9.72,9.47
1997-09-09,7.09,6.35,6.08,5.58,5.86,7.02,8.45,9.66,9.51
1997-09-10,7.16,6.39,6.12,5.59,5.89,7.03,8.44,9.61,9.54
1997-09-11,7,6.29,6.1,5.6,5.9,7.02,8.47,9.59,9.56
1997-09-12,6.82,6.14,5.94,5.5,5.9,7.02,8.49,9.6,9.55
1997-09-13,6.69,5.96,5.69,5.38,5.92,7.03,8.49,9.61,9.54
1997-09-14,6.62,5.8,5.44,5.3,6.01,7.06,8.46,9.6,9.53
1997-09-15,6.69,5.73,5.28,5.24,6.14,7.12,8.41,9.57,9.53
1997-09-16,6.71,5.66,5.2,5.22,6.26,7.19,8.38,9.56,9.53
1997-09-17,6.85,5.72,5.16,5.21,6.32,7.25,8.36,9.56,9.51
1997-09-18,7.15,5.92,5.19,5.2,6.33,7.3,8.27,9.48,9.5
1997-09-19,7.16,5.93,5.18,5.2,6.33,7.34,8.21,9.37,9.49
1997-09-20,7.11,5.95,5.17,5.13,6.32,7.38,8.22,9.31,9.47
1997-09-21,7.15,6.01,5.16,5.08,6.33,7.4,8.25,9.3,9.41
1997-09-22,7.2,6.04,5.12,5.07,6.33,7.4,8.26,9.3,9.28
1997-09-23,7.52,6.31,5.19,5.05,6.3,7.38,8.18,9.24,9.17
1997-09-24,7.63,6.36,5.18,5,6.29,7.38,8.15,9.16,9.09
1997-09-25,7.76,6.46,5.25,4.98,6.26,7.31,8.11,9.1,9.13
1997-09-26,7.87,6.59,5.32,5,6.26,7.25,8.06,9.01,9.24
1997-09-27,7.73,6.48,5.25,4.97,6.26,7.21,8.07,9,9.33
1997-09-28,7.47,6.33,5.13,4.91,6.25,7.18,8.11,9.06,9.35
1997-09-29,7.4,6.33,5.02,4.91,6.25,7.18,8.1,9.13,9.34
1997-09-30,7.54,6.41,5.01,4.98,6.28,7.24,8.1,9.19,9.28
1997-10-01,8,6.82,5.17,5.03,6.29,7.27,8.09,9.27,9.09
1997-10-02,8.67,7.21,5.22,5.05,6.23,7.25,8.02,9.33,8.96
1997-10-03,9.08,7.42,5.26,5,6.17,7.23,7.97,9.32,8.95
1997-10-04,9.42,7.71,5.37,4.98,6.15,7.16,7.94,9.28,8.97
1997-10-05,9.29,7.62,5.39,4.98,6.15,7.07,7.9,9.22,9.06
1997-10-06,9,7.31,5.37,5.02,6.19,7.02,7.92,9.2,9.11
1997-10-07,8.8,7.14,5.27,5.08,6.2,7.01,7.97,9.25,9.14
1997-10-08,8.86,7.19,5.15,5.05,6.15,6.98,7.97,9.3,9.13
1997-10-09,9.97,7.97,5.36,4.95,6,6.88,7.75,9.21,9.18
1997-10-10,10.21,8.08,5.49,4.92,5.96,6.85,7.66,9.06,9.26
1997-10-11,9.88,7.87,5.5,5.03,6,6.87,7.75,9.1,9.25
1997-10-12,10.27,8.38,5.62,5.13,6,6.8,7.83,9.18,9.17
1997-10-13,10.82,8.87,5.69,4.96,5.9,6.65,7.77,9.19,9.12
1997-10-14,10.64,8.96,5.93,4.86,5.82,6.5,7.63,9.07,9.22
1997-10-15,10.47,9.06,6.24,4.91,5.8,6.39,7.6,8.98,9.33
1997-10-16,10.49,9.08,6.36,5.04,5.75,6.3,7.68,9.04,9.35
1997-10-17,10.47,9,6.19,5.12,5.67,6.21,7.72,9.13,9.36
1997-10-18,10.17,8.59,5.91,5.12,5.57,6.11,7.71,9.17,9.36
1997-10-19,9.93,8.34,5.73,5.11,5.46,5.98,7.61,9.19,9.35
1997-10-20,10.16,8.63,5.66,5.13,5.36,5.84,7.48,9.18,9.38
1997-10-21,10.47,8.96,5.83,5.09,5.28,5.67,7.31,9.13,9.45
1997-10-22,10.42,8.88,5.82,5.18,5.27,5.56,7.24,9.12,9.43
1997-10-23,10.55,9.08,5.89,5.42,5.31,5.48,7.17,9.06,9.35
1997-10-24,10.83,9.47,6.06,5.54,5.38,5.43,7.04,8.98,9.13
1997-10-25,11.01,9.72,6.24,5.59,5.45,5.42,6.92,8.87,8.96
1997-10-26,11.19,10.03,6.53,5.55,5.51,5.42,6.8,8.72,8.98
1997-10-27,11.18,10,6.82,5.48,5.53,5.42,6.66,8.54,9.11
1997-10-28,11.2,10,7.11,5.52,5.52,5.42,6.59,8.47,9.25
1997-10-29,10.96,9.58,6.91,5.62,5.48,5.35,6.73,8.57,9.18
1997-10-30,10.95,9.71,6.82,5.78,5.46,5.32,6.85,8.52,8.95
1997-10-31,10.96,9.75,6.79,5.77,5.47,5.34,6.72,8.35,8.88
1997-11-01,10.8,9.57,6.83,5.73,5.44,5.32,6.55,8.21,8.92
1997-11-02,10.72,9.59,6.94,5.72,5.38,5.29,6.46,8.21,9.09
1997-11-03,10.43,9.26,6.81,5.64,5.26,5.19,6.5,8.33,9.12
1997-11-04,10.27,9.17,6.62,5.66,5.17,5.07,6.66,8.32,8.99
1997-11-05,10.59,9.58,6.77,5.72,5.2,5.07,6.68,8.15,8.74
1997-11-06,10.45,9.36,6.7,5.7,5.26,5.12,6.6,7.97,8.43
1997-11-07,10.45,9.42,6.85,5.72,5.33,5.2,6.47,7.76,8.39
1997-11-08,10.5,9.58,7,5.71,5.38,5.3,6.37,7.69,8.57
1997-11-09,10.19,9.15,6.99,5.67,5.32,5.32,6.41,7.86,8.77
1997-11-10,9.88,8.91,6.74,5.65,5.23,5.31,6.64,8.03,8.84
1997-11-11,9.85,8.84,6.39,5.63,5.17,5.29,6.83,7.98,8.8
1997-11-12,9.98,8.85,6.3,5.61,5.13,5.25,6.85,7.81,8.73
1997-11-13,10.02,8.81,6.22,5.58,5.14,5.22,6.78,7.69,8.69
1997-11-14,10.09,8.82,6.15,5.59,5.15,5.15,6.67,7.6,8.64
1997-11-15,10.29,9.29,6.48,5.66,5.26,5.19,6.53,7.58,8.84
1997-11-16,10.1,9.03,6.3,5.58,5.32,5.28,6.47,7.86,9.09
1997-11-17,9.95,8.88,6.26,5.59,5.28,5.31,6.49,8.07,9.11
1997-11-18,9.62,8.62,5.97,5.59,5.27,5.28,6.57,7.94,9.06
1997-11-19,9.61,8.64,5.94,5.64,5.31,5.22,6.49,7.57,8.99
1997-11-20,9.61,8.77,6.06,5.67,5.35,5.19,6.36,7.27,8.9
1997-11-21,9.47,8.59,5.93,5.56,5.35,5.14,6.24,7.14,8.85
1997-11-22,9.22,8.37,5.89,5.58,5.28,4.96,6.16,7.08,8.77
1997-11-23,9.22,8.52,5.94,5.6,5.3,4.86,6.14,6.94,8.71
1997-11-24,9.19,8.34,5.78,5.56,5.37,4.86,6.16,6.83,8.68
1997-11-25,9.04,8.09,5.68,5.51,5.34,4.81,6.16,6.75,8.64
1997-11-26,8.7,7.69,5.47,5.5,5.29,4.71,6.17,6.62,8.58
1997-11-27,8.44,7.63,5.41,5.54,5.23,4.56,6.12,6.43,8.38
1997-11-28,8.54,7.64,5.39,5.58,5.25,4.49,6.1,6.33,8.16
1997-11-29,8.46,7.54,5.47,5.56,5.32,4.53,6.13,6.19,8.18
1997-11-30,8.16,7.51,5.54,5.47,5.23,4.45,6.07,6.08,8.13
1997-12-01,7.94,7.53,5.58,5.56,5.3,4.49,6.05,6,8
1997-12-02,7.9,7.32,5.36,5.53,5.38,4.55,6.11,5.97,8.16
1997-12-03,7.47,6.84,5.16,5.47,5.27,4.44,6.2,6.24,7.69
1997-12-04,6.95,6.72,5.23,5.6,5.38,4.49,6.28,6.42,7.27
1997-12-05,6.82,6.62,5.07,5.63,5.57,4.68,6.3,6.39,7.15
1997-12-06,6.97,6.48,5.03,5.69,5.78,4.91,6.25,6.45,7.24
1997-12-07,6.91,6.18,4.95,5.65,5.81,5.04,6.33,6.63,7.34
1997-12-08,6.73,6.06,4.97,5.63,5.79,5.13,6.46,6.6,7.38
1997-12-09,6.63,6.08,4.99,5.57,5.82,5.21,6.51,6.46,7.38
1997-12-10,6.62,6.07,4.97,5.5,5.89,5.26,6.46,6.41,7.38
1997-12-11,6.5,5.96,4.91,5.52,5.85,5.26,6.45,6.44,7.33
1997-12-12,6.5,6.11,5.02,5.53,5.79,5.15,6.35,6.44,7.47
1997-12-13,6.47,6.21,5.09,5.55,5.7,4.9,6.26,6.43,7.58
1997-12-14,6.46,6.27,5.18,5.5,5.59,4.68,6.16,6.42,7.57
1997-12-15,6.34,6.24,5.19,5.41,5.43,4.5,5.98,6.49,7.24
1997-12-16,5.55,6.01,5.39,5.36,5.38,4.48,5.84,6.53,7.08
1997-12-17,5.34,5.81,5.37,5.29,5.56,4.54,5.72,6.33,7.2
1997-12-18,5.49,5.77,5.21,5.27,5.67,4.59,5.66,6.34,7.22
1997-12-19,5.65,5.81,5.23,5.35,5.7,4.61,5.63,6.38,7.27
1997-12-20,5.64,5.88,5.3,5.41,5.68,4.61,5.61,6.38,7.35
1997-12-21,5.55,5.88,5.35,5.44,5.63,4.59,5.57,6.37,7.41
1997-12-22,5.15,5.75,5.45,5.44,5.59,4.56,5.52,6.32,7.48
1997-12-23,4.93,5.66,5.38,5.39,5.55,4.52,5.45,6.3,7.55
1997-12-24,4.82,5.53,5.44,5.39,5.53,4.48,5.35,6.21,7.66
1997-12-25,4.78,5.41,5.41,5.41,5.51,4.4,5.27,6.19,7.72
1997-12-26,4.87,5.36,5.31,5.43,5.42,4.23,5.17,6.16,7.7
1997-12-27,4.91,5.44,5.4,5.44,5.25,4.03,5.05,6.08,7.39
1997-12-28,4.78,5.33,5.52,5.42,5.17,4,4.91,5.85,7.1
1997-12-29,4.55,5.09,5.3,5.27,5.24,4.07,4.88,5.71,7.09
1997-12-30,4.59,5.03,4.93,5.12,5.32,4.12,4.87,5.78,7.07
1997-12-31,4.74,5,5.02,5.2,5.25,3.99,4.97,5.77,6.94
1998-01-01,4.59,4.86,5.22,5.27,5.13,4,5.08,5.3,6.1
1998-01-02,4.37,4.61,5.17,5.3,5.17,4.14,4.89,5.14,5.61
1998-01-03,4.3,4.6,5.06,5.25,5.26,4.19,4.8,5.14,5.69
1998-01-04,4.34,4.71,5.07,5.24,5.33,4.23,4.8,5.17,5.99
1998-01-05,4.28,4.72,5.06,5.23,5.36,4.31,4.89,5.19,6.25
1998-01-06,4.29,4.7,5.01,5.18,5.37,4.43,5,5.16,6.56
1998-01-07,4.3,4.73,4.93,5.13,5.36,4.52,5.11,5.26,6.81
1998-01-08,4.33,4.75,4.82,5.05,5.35,4.61,5.22,5.42,7.03
1998-01-09,4.47,4.78,4.86,5.07,5.26,4.5,5.21,5.5,7.18
1998-01-10,4.51,4.79,5.01,5.13,5.17,4.35,5.22,5.42,7.29
1998-01-11,4.39,4.76,4.98,5.06,5.08,4.22,5.19,5.27,7.37
1998-01-12,4.23,4.72,4.98,5.03,4.99,4.07,5.04,5.05,7.17
1998-01-13,3.97,4.53,5.05,5,4.94,3.96,4.87,4.9,6.68
1998-01-14,3.94,4.43,4.74,4.91,4.92,3.9,4.72,4.78,6.42
1998-01-15,3.75,4.16,5.12,4.99,4.82,3.79,4.56,4.76,6.12
1998-01-16,3.57,3.9,4.97,4.92,4.83,3.84,4.5,4.6,5.73
1998-01-17,3.42,3.84,4.41,4.73,4.91,4.04,4.6,4.5,6.04
1998-01-18,3.2,3.56,3.99,4.54,5.01,4.26,4.72,4.67,6.46
1998-01-19,3.04,3.34,3.84,4.59,5.02,4.4,4.71,5.06,6.72
1998-01-20,2.93,3.27,3.71,4.6,4.99,4.44,4.7,5.11,6.87
1998-01-21,2.7,2.8,3.64,4.56,4.99,4.51,4.77,4.95,7
1998-01-22,2.57,2.66,3.52,4.52,4.97,4.52,4.73,4.8,7.08
1998-01-23,2.63,2.78,3.55,4.53,4.87,4.44,4.52,4.26,6.89
1998-01-24,2.45,2.78,3.56,4.47,4.76,4.43,4.58,3.81,6.84
1998-01-25,2.4,2.77,3.52,4.36,4.71,4.41,4.67,3.86,6.95
1998-01-26,2.68,2.88,3.82,4.5,4.61,4.17,4.46,4.03,6.45
1998-01-27,2.64,2.84,4.04,4.54,4.53,3.96,4.25,4.45,5.54
1998-01-28,2.42,2.74,3.88,4.43,4.56,3.95,4.22,4.3,5.7
1998-01-29,2.27,2.59,3.45,4.29,4.62,4.06,4.28,4.08,5.78
1998-01-30,2.17,2.6,2.85,4.18,4.63,4.1,4.34,3.98,6.02
1998-01-31,2.46,2.96,3.08,4.28,4.5,3.97,4.3,3.99,6.14
1998-02-01,2.63,3.02,3.51,4.29,4.37,3.78,4.23,3.83,5.97
1998-02-02,2.25,2.57,3.51,4.19,4.35,3.73,4.1,3.62,5.5
1998-02-03,2.21,2.45,3.43,4.11,4.31,3.71,3.99,3.42,5.25
1998-02-04,2.25,2.53,3.41,4.1,4.21,3.59,3.86,3.38,5.08
1998-02-05,2.2,2.37,3.31,4.09,4.22,3.57,3.83,3.52,5.07
1998-02-06,2.04,2.08,3.07,3.99,4.28,3.69,3.88,3.69,5.29
1998-02-07,1.9,1.96,2.79,3.9,4.29,3.81,3.95,3.81,5.58
1998-02-08,1.83,1.9,2.71,3.87,4.22,3.86,3.95,3.88,5.76
1998-02-09,1.72,1.74,2.69,3.84,4.15,3.92,3.98,3.82,5.97
1998-02-10,1.64,1.7,2.73,3.81,4.06,3.95,4,3.78,6.12
1998-02-11,1.6,1.68,2.67,3.78,3.97,3.94,4,3.77,6.24
1998-02-12,1.59,1.69,2.71,3.77,3.89,3.89,3.94,3.75,6.16
1998-02-13,1.6,1.71,2.64,3.72,3.83,3.83,3.86,3.86,5.72
1998-02-14,1.65,1.77,2.77,3.71,3.78,3.71,3.85,4.32,5.25
1998-02-15,1.63,1.8,2.67,3.63,3.74,3.66,3.91,4.45,5.38
1998-02-16,1.58,1.75,2.56,3.6,3.78,3.71,3.91,4.45,5.46
1998-02-17,1.56,1.72,2.38,3.59,3.83,3.78,3.82,4.46,5.56
1998-02-18,1.55,1.69,2.33,3.6,3.84,3.81,3.78,4.44,5.68
1998-02-19,1.51,1.63,2.27,3.62,3.85,3.83,3.88,4.37,5.89
1998-02-20,1.4,1.54,2.25,3.64,3.87,3.83,3.98,4.49,5.88
1998-02-21,1.39,1.54,2.36,3.67,3.88,3.76,4.04,4.77,5.73
1998-02-22,1.39,1.54,2.37,3.66,3.87,3.71,4.06,4.95,5.53
1998-02-23,1.39,1.54,2.28,3.62,3.88,3.72,4.08,5.03,5.42
1998-02-24,1.35,1.51,2.22,3.63,3.94,3.77,4.19,5.16,5.47
1998-02-25,1.35,1.48,1.93,3.57,3.99,3.81,4.28,5.2,5.55
1998-02-26,1.44,1.56,1.82,3.65,4,3.8,4.48,5.43,5.66
1998-02-27,1.45,1.58,1.96,3.63,3.95,3.75,4.84,5.52,5.69
1998-02-28,1.39,1.55,2.08,3.6,3.88,3.75,5.05,5.44,5.66
1998-03-01,1.39,1.56,2.13,3.58,3.83,3.77,5.08,5.28,5.56
1998-03-02,1.4,1.56,2.14,3.57,3.78,3.76,5.03,5.12,5.47
1998-03-03,1.4,1.52,2.11,3.54,3.76,3.74,5.02,4.98,5.37
1998-03-04,1.43,1.52,2.12,3.57,3.73,3.74,5.02,4.84,5.26
1998-03-05,1.5,1.59,2.23,3.57,3.71,3.76,5,4.66,5.03
1998-03-06,1.56,1.65,2.2,3.58,3.71,3.77,4.88,4.5,4.95
1998-03-07,1.6,1.69,2.17,3.58,3.71,3.76,4.75,4.37,4.96
1998-03-08,1.65,1.72,2.07,3.55,3.7,3.74,4.66,4.31,4.98
1998-03-09,1.71,1.72,2.04,3.5,3.68,3.73,4.61,4.3,4.99
1998-03-10,1.77,1.76,2.02,3.45,3.66,3.72,4.57,4.32,5.01
1998-03-11,1.86,1.87,2.18,3.35,3.58,3.71,4.54,4.31,4.82
1998-03-12,1.89,1.91,2.29,3.2,3.54,3.7,4.46,4.34,4.45
